epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
40,4734.52,0.5617,0.38286,0.9848,0.94927,0.91874,0.97346,0.83545,0.56357,0.30224,0.90237,0.0092278,0.0092278,0.0092278
41,4850.81,0.55146,0.37478,0.98577,0.96762,0.90506,0.96554,0.84334,0.53646,0.3073,0.88877,0.009208,0.009208,0.009208
42,4967.14,0.58367,0.39079,0.99517,0.95285,0.91187,0.95991,0.85198,0.46215,0.31367,0.87895,0.0091882,0.0091882,0.0091882
43,5083.54,0.56016,0.37023,0.98505,0.95115,0.92307,0.968,0.82991,0.54449,0.28952,0.88751,0.0091684,0.0091684,0.0091684
44,5199.75,0.56369,0.37799,0.987,0.95019,0.93076,0.96965,0.86494,0.46499,0.27974,0.88404,0.0091486,0.0091486,0.0091486
45,5316.48,0.5596,0.37681,0.98722,0.94852,0.89756,0.95917,0.86381,0.4247,0.30231,0.87025,0.0091288,0.0091288,0.0091288
46,5432.76,0.57097,0.37495,0.9887,0.96331,0.90594,0.96195,0.83783,0.49104,0.28311,0.87214,0.009109,0.009109,0.009109
47,5549.14,0.56097,0.37346,0.98514,0.95329,0.90858,0.96246,0.86483,0.40345,0.28612,0.86263,0.0090892,0.0090892,0.0090892
48,5665.56,0.56011,0.36854,0.9876,0.96765,0.8886,0.95288,0.86279,0.45287,0.30271,0.88305,0.0090694,0.0090694,0.0090694
49,5781.83,0.54298,0.35324,0.97245,0.9646,0.92169,0.96984,0.8786,0.41361,0.2659,0.8603,0.0090496,0.0090496,0.0090496
50,5898.61,0.54964,0.3659,0.9771,0.96815,0.89724,0.95844,0.85673,0.46827,0.28866,0.86883,0.0090298,0.0090298,0.0090298
51,6014.88,0.54066,0.35538,0.96965,0.9663,0.92293,0.96695,0.87215,0.43675,0.27092,0.85882,0.00901,0.00901,0.00901
52,6131.28,0.54657,0.35936,0.96971,0.93198,0.91809,0.96461,0.86475,0.45253,0.29102,0.86424,0.0089902,0.0089902,0.0089902
53,6247.56,0.53666,0.35536,0.97241,0.94479,0.9171,0.96242,0.86218,0.4403,0.31726,0.91566,0.0089704,0.0089704,0.0089704
54,6363.85,0.54558,0.35305,0.97818,0.94748,0.9231,0.96256,0.85793,0.46125,0.30509,0.8796,0.0089506,0.0089506,0.0089506
55,6480.36,0.5347,0.35122,0.97226,0.96831,0.91374,0.9706,0.87221,0.44341,0.25973,0.87306,0.0089308,0.0089308,0.0089308
56,6596.85,0.53104,0.35187,0.97064,0.9414,0.91885,0.9678,0.861,0.44127,0.2687,0.85799,0.008911,0.008911,0.008911
57,6713.15,0.54551,0.36142,0.98163,0.94919,0.89759,0.96555,0.86006,0.43788,0.2669,0.86453,0.0088912,0.0088912,0.0088912
58,6829.5,0.5335,0.34722,0.96871,0.95308,0.92128,0.96401,0.86462,0.45034,0.26992,0.86803,0.0088714,0.0088714,0.0088714
59,6945.95,0.5279,0.34296,0.96738,0.95157,0.91418,0.9668,0.84021,0.5221,0.29499,0.88228,0.0088516,0.0088516,0.0088516
60,7062.33,0.5375,0.34791,0.96704,0.96486,0.90165,0.9663,0.87735,0.42261,0.26563,0.85588,0.0088318,0.0088318,0.0088318
61,7178.67,0.52379,0.34301,0.95717,0.9699,0.90808,0.96638,0.86862,0.44048,0.2791,0.86164,0.008812,0.008812,0.008812
62,7295.09,0.52927,0.34381,0.96705,0.95623,0.89262,0.96225,0.87214,0.39501,0.28889,0.87545,0.0087922,0.0087922,0.0087922
63,7411.59,0.52501,0.33884,0.96594,0.94977,0.92934,0.96707,0.85823,0.47899,0.27916,0.8706,0.0087724,0.0087724,0.0087724
64,7528.08,0.50705,0.33068,0.95846,0.95378,0.91561,0.97083,0.86107,0.45756,0.26643,0.86719,0.0087526,0.0087526,0.0087526
65,7645.17,0.5117,0.33988,0.96193,0.96163,0.89244,0.96818,0.88297,0.41894,0.25455,0.86083,0.0087328,0.0087328,0.0087328
66,7762.82,0.5141,0.33354,0.96138,0.94785,0.91777,0.97095,0.88416,0.40309,0.25146,0.85749,0.008713,0.008713,0.008713
67,7880.53,0.51033,0.33905,0.95773,0.94423,0.93007,0.97053,0.88102,0.41927,0.25828,0.85806,0.0086932,0.0086932,0.0086932
68,7997.66,0.52158,0.33959,0.96696,0.97387,0.91599,0.96561,0.85502,0.46377,0.27212,0.87323,0.0086734,0.0086734,0.0086734
69,8114.66,0.49726,0.33173,0.95219,0.96084,0.9159,0.96723,0.86328,0.44563,0.26036,0.86381,0.0086536,0.0086536,0.0086536
70,8231.77,0.51128,0.33427,0.96212,0.95569,0.90996,0.9626,0.87023,0.45469,0.27004,0.86659,0.0086338,0.0086338,0.0086338
71,8348.91,0.49498,0.32619,0.95665,0.94932,0.91602,0.9677,0.87612,0.41778,0.2599,0.85719,0.008614,0.008614,0.008614
72,8466.17,0.51152,0.33639,0.95628,0.96107,0.90623,0.96885,0.88663,0.41368,0.24391,0.85414,0.0085942,0.0085942,0.0085942
73,8583.63,0.49992,0.32557,0.95477,0.94961,0.90612,0.95691,0.87308,0.40239,0.2721,0.86564,0.0085744,0.0085744,0.0085744
74,8700.82,0.51306,0.33063,0.95647,0.95749,0.9193,0.96531,0.87494,0.43515,0.26021,0.86098,0.0085546,0.0085546,0.0085546
75,8818.01,0.50389,0.32029,0.95279,0.95207,0.91519,0.96371,0.87787,0.39601,0.27647,0.85488,0.0085348,0.0085348,0.0085348
76,8935.26,0.52043,0.34297,0.9629,0.94589,0.91748,0.96523,0.88033,0.39761,0.24836,0.86,0.008515,0.008515,0.008515
77,9052.34,0.49127,0.32122,0.95165,0.94138,0.93619,0.96285,0.86605,0.42786,0.24998,0.85589,0.0084952,0.0084952,0.0084952
78,9169.5,0.50515,0.32822,0.96145,0.95659,0.91162,0.96923,0.88541,0.41684,0.26474,0.85926,0.0084754,0.0084754,0.0084754
79,9286.73,0.49815,0.32013,0.95019,0.95507,0.93174,0.97287,0.88718,0.37714,0.24543,0.85383,0.0084556,0.0084556,0.0084556
80,9404.25,0.48929,0.31708,0.95292,0.9686,0.93619,0.97534,0.89085,0.39091,0.24023,0.85147,0.0084358,0.0084358,0.0084358
81,9521.7,0.49248,0.31572,0.95495,0.96212,0.92248,0.97638,0.86085,0.48615,0.26651,0.87098,0.008416,0.008416,0.008416
82,9638.79,0.49487,0.31431,0.95205,0.94676,0.93016,0.97868,0.88771,0.40954,0.23974,0.85432,0.0083962,0.0083962,0.0083962
83,9755.88,0.48948,0.31323,0.95149,0.96529,0.90821,0.96704,0.8831,0.41315,0.25255,0.85541,0.0083764,0.0083764,0.0083764
84,9872.97,0.4932,0.31767,0.95978,0.95198,0.91491,0.96606,0.86655,0.47907,0.2805,0.89075,0.0083566,0.0083566,0.0083566
85,9989.99,0.49855,0.31603,0.956,0.964,0.92178,0.9676,0.87502,0.43161,0.27038,0.85937,0.0083368,0.0083368,0.0083368
86,10107.1,0.47837,0.31205,0.94402,0.95877,0.91628,0.96454,0.88163,0.40847,0.26097,0.86083,0.008317,0.008317,0.008317
87,10224.2,0.49175,0.32224,0.95272,0.95039,0.91193,0.96056,0.87396,0.42099,0.2712,0.86305,0.0082972,0.0082972,0.0082972
88,10341.3,0.48702,0.31858,0.94683,0.96332,0.92901,0.97657,0.88541,0.41418,0.23851,0.85485,0.0082774,0.0082774,0.0082774
89,10458.3,0.4869,0.31385,0.94549,0.96611,0.91141,0.9724,0.88687,0.40788,0.23358,0.85803,0.0082576,0.0082576,0.0082576
90,10575.3,0.47977,0.31108,0.95072,0.95934,0.9283,0.97315,0.89148,0.39395,0.24736,0.86136,0.0082378,0.0082378,0.0082378
91,10692.9,0.4767,0.30177,0.93876,0.95007,0.92876,0.9742,0.88932,0.39715,0.24661,0.85582,0.008218,0.008218,0.008218
92,10810,0.47678,0.30499,0.94504,0.96062,0.92263,0.97436,0.88167,0.38512,0.23928,0.85182,0.0081982,0.0081982,0.0081982
93,10926.9,0.47655,0.30589,0.94098,0.96022,0.91747,0.97499,0.89103,0.38037,0.23104,0.84896,0.0081784,0.0081784,0.0081784
94,11044,0.47875,0.30192,0.94115,0.95242,0.90015,0.95739,0.87691,0.38777,0.26299,0.85642,0.0081586,0.0081586,0.0081586
95,11161.1,0.49175,0.32104,0.95464,0.96133,0.91072,0.96518,0.88379,0.38535,0.25937,0.87798,0.0081388,0.0081388,0.0081388
96,11278.2,0.46895,0.30475,0.94426,0.9542,0.90494,0.95771,0.88138,0.38634,0.25728,0.85257,0.008119,0.008119,0.008119
97,11395.2,0.48782,0.31098,0.95044,0.9606,0.91603,0.96451,0.87477,0.42064,0.25553,0.87142,0.0080992,0.0080992,0.0080992
98,11512.2,0.48381,0.30717,0.94433,0.94809,0.92637,0.97171,0.88687,0.40886,0.23802,0.85232,0.0080794,0.0080794,0.0080794
99,11629.3,0.46828,0.29798,0.94018,0.9433,0.92528,0.9693,0.88379,0.39675,0.24585,0.84749,0.0080596,0.0080596,0.0080596
100,11746.4,0.47166,0.30554,0.9417,0.94839,0.93911,0.97153,0.89214,0.37645,0.23441,0.8483,0.0080398,0.0080398,0.0080398
101,11863.9,0.48213,0.30297,0.94516,0.9602,0.92104,0.96706,0.88782,0.38023,0.23725,0.84942,0.00802,0.00802,0.00802
102,11980.9,0.46869,0.30065,0.94659,0.95295,0.93165,0.9694,0.88339,0.42718,0.24577,0.88848,0.0080002,0.0080002,0.0080002
103,12098,0.47822,0.30135,0.94517,0.9549,0.91786,0.96714,0.88821,0.39169,0.24626,0.85405,0.0079804,0.0079804,0.0079804
104,12215.1,0.45524,0.29042,0.93735,0.96925,0.90973,0.96574,0.87429,0.42956,0.24862,0.86766,0.0079606,0.0079606,0.0079606
105,12332.1,0.4695,0.29985,0.94238,0.96133,0.92176,0.96599,0.88366,0.38723,0.24454,0.85775,0.0079408,0.0079408,0.0079408
106,12449.1,0.46414,0.29695,0.93514,0.94417,0.92441,0.96353,0.87997,0.42486,0.25151,0.857,0.007921,0.007921,0.007921
107,12566.2,0.46482,0.29559,0.93471,0.96107,0.93164,0.97171,0.87071,0.4277,0.2384,0.85556,0.0079012,0.0079012,0.0079012
108,12683.3,0.45574,0.29022,0.93129,0.9652,0.91034,0.96403,0.89015,0.36927,0.2359,0.8509,0.0078814,0.0078814,0.0078814
109,12800.3,0.46796,0.30003,0.93821,0.96097,0.92584,0.96851,0.88012,0.41911,0.24752,0.85355,0.0078616,0.0078616,0.0078616
110,12917.5,0.45518,0.29335,0.931,0.96283,0.92272,0.96607,0.87601,0.40352,0.24264,0.85098,0.0078418,0.0078418,0.0078418
111,13034.5,0.45919,0.28922,0.93594,0.95698,0.92407,0.96568,0.88283,0.40265,0.2421,0.85379,0.007822,0.007822,0.007822
112,13151.5,0.45088,0.28665,0.93573,0.9691,0.90518,0.96429,0.88334,0.39719,0.24668,0.85873,0.0078022,0.0078022,0.0078022
113,13268.5,0.45581,0.29085,0.93798,0.95003,0.92386,0.96422,0.88701,0.37866,0.24269,0.84957,0.0077824,0.0077824,0.0077824
114,13385.5,0.45312,0.29057,0.93715,0.95311,0.92047,0.96457,0.8856,0.39305,0.23626,0.85728,0.0077626,0.0077626,0.0077626
115,13502.6,0.45613,0.28908,0.92602,0.95252,0.93182,0.96564,0.88789,0.37369,0.22902,0.84368,0.0077428,0.0077428,0.0077428
116,13619.7,0.45065,0.29127,0.9319,0.96273,0.91651,0.96644,0.88663,0.39842,0.23972,0.85188,0.007723,0.007723,0.007723
117,13736.8,0.45231,0.28938,0.93177,0.96986,0.9183,0.96949,0.88696,0.4144,0.24272,0.85665,0.0077032,0.0077032,0.0077032
118,13853.8,0.45766,0.28683,0.93817,0.965,0.92306,0.96301,0.87733,0.41352,0.25581,0.86336,0.0076834,0.0076834,0.0076834
119,13970.9,0.45722,0.29372,0.93572,0.94248,0.92957,0.96848,0.89102,0.3859,0.24087,0.84673,0.0076636,0.0076636,0.0076636
120,14088,0.46368,0.29492,0.93526,0.96341,0.91345,0.95687,0.87435,0.40795,0.25401,0.85732,0.0076438,0.0076438,0.0076438
121,14205.1,0.45505,0.28836,0.92674,0.94717,0.92182,0.96481,0.88543,0.39704,0.24161,0.84853,0.007624,0.007624,0.007624
122,14322.1,0.44398,0.28737,0.92594,0.95602,0.90608,0.96378,0.88533,0.38301,0.23134,0.84944,0.0076042,0.0076042,0.0076042
123,14439.2,0.44947,0.28016,0.93746,0.93876,0.9267,0.96598,0.892,0.39242,0.2284,0.8511,0.0075844,0.0075844,0.0075844
124,14556.3,0.4503,0.289,0.94351,0.95985,0.90618,0.96704,0.89252,0.36401,0.23941,0.86469,0.0075646,0.0075646,0.0075646
125,14673.8,0.45181,0.28836,0.93591,0.96013,0.91399,0.96586,0.88662,0.39652,0.24489,0.85304,0.0075448,0.0075448,0.0075448
126,14790.9,0.4463,0.27749,0.93156,0.95117,0.92056,0.97042,0.89129,0.39434,0.24422,0.85433,0.007525,0.007525,0.007525
127,14908,0.43909,0.28321,0.92655,0.97648,0.89502,0.96245,0.88763,0.38935,0.24716,0.8553,0.0075052,0.0075052,0.0075052
128,15025.1,0.43425,0.27364,0.9239,0.95648,0.92365,0.96669,0.87157,0.42839,0.24773,0.85855,0.0074854,0.0074854,0.0074854
129,15142.1,0.4446,0.28641,0.93443,0.96067,0.90712,0.96305,0.88239,0.4076,0.24532,0.85354,0.0074656,0.0074656,0.0074656
130,15259.2,0.44519,0.28437,0.92827,0.96482,0.92115,0.96849,0.88906,0.38842,0.23235,0.84721,0.0074458,0.0074458,0.0074458
131,15376.3,0.44551,0.28108,0.93116,0.96226,0.91022,0.96243,0.89221,0.36626,0.23629,0.86225,0.007426,0.007426,0.007426
132,15493.4,0.44762,0.28246,0.93656,0.96563,0.92293,0.96653,0.87658,0.41493,0.24352,0.87273,0.0074062,0.0074062,0.0074062
133,15610.3,0.43706,0.2766,0.92551,0.95683,0.92092,0.9711,0.8862,0.40271,0.22581,0.86238,0.0073864,0.0073864,0.0073864
134,15727.5,0.44152,0.27567,0.92381,0.96776,0.91922,0.96894,0.87322,0.43533,0.23122,0.86139,0.0073666,0.0073666,0.0073666
135,15844.5,0.45372,0.28716,0.93009,0.97096,0.9044,0.96442,0.89115,0.37328,0.23418,0.85228,0.0073468,0.0073468,0.0073468
136,15961.7,0.44394,0.28045,0.93031,0.96781,0.90597,0.96407,0.88581,0.38581,0.24427,0.86551,0.007327,0.007327,0.007327
137,16078.8,0.43062,0.27017,0.92106,0.95671,0.92825,0.96747,0.89007,0.37781,0.22729,0.84914,0.0073072,0.0073072,0.0073072
138,16196,0.43343,0.27241,0.92729,0.95941,0.93512,0.9726,0.88698,0.40534,0.23793,0.85399,0.0072874,0.0072874,0.0072874
139,16313.1,0.44564,0.2822,0.92833,0.96762,0.92398,0.96948,0.88525,0.40072,0.23615,0.85284,0.0072676,0.0072676,0.0072676
140,16430.2,0.43761,0.27269,0.92418,0.97152,0.90639,0.96562,0.88934,0.37742,0.23887,0.84782,0.0072478,0.0072478,0.0072478
141,16547.2,0.43443,0.27435,0.9274,0.95864,0.92491,0.96576,0.89443,0.36147,0.23666,0.8457,0.007228,0.007228,0.007228
142,16664.8,0.44096,0.27859,0.92684,0.96832,0.91409,0.966,0.89571,0.35998,0.23743,0.85364,0.0072082,0.0072082,0.0072082
143,16782.3,0.4343,0.27766,0.93039,0.95837,0.92838,0.96993,0.89103,0.38179,0.24422,0.87603,0.0071884,0.0071884,0.0071884
144,16899.4,0.42385,0.26296,0.92405,0.96052,0.92373,0.97001,0.89934,0.36261,0.23868,0.86459,0.0071686,0.0071686,0.0071686
145,17017,0.42905,0.27002,0.92451,0.96012,0.92949,0.96931,0.89567,0.38086,0.22954,0.85768,0.0071488,0.0071488,0.0071488
146,17134.1,0.43138,0.2739,0.9207,0.96889,0.92803,0.97041,0.8971,0.36751,0.21914,0.84548,0.007129,0.007129,0.007129
147,17251.3,0.43458,0.27235,0.92339,0.95051,0.92667,0.96787,0.8902,0.38288,0.24464,0.84908,0.0071092,0.0071092,0.0071092
148,17368.4,0.438,0.27945,0.9253,0.94659,0.93459,0.9706,0.88999,0.3961,0.24079,0.85041,0.0070894,0.0070894,0.0070894
149,17485.5,0.4344,0.274,0.92254,0.96873,0.92761,0.97209,0.88695,0.39444,0.23071,0.84909,0.0070696,0.0070696,0.0070696
150,17602.6,0.42805,0.27441,0.91939,0.96536,0.93426,0.97418,0.89825,0.36644,0.22142,0.84522,0.0070498,0.0070498,0.0070498
151,17719.7,0.42713,0.27263,0.92099,0.97005,0.91789,0.97188,0.89506,0.37826,0.22992,0.84988,0.00703,0.00703,0.00703
152,17836.7,0.42809,0.26814,0.9154,0.96069,0.92226,0.9704,0.88923,0.38311,0.22821,0.84695,0.0070102,0.0070102,0.0070102
153,17953.7,0.4278,0.26972,0.92033,0.94937,0.9354,0.96937,0.89343,0.38411,0.22847,0.84885,0.0069904,0.0069904,0.0069904
154,18070.8,0.42583,0.26897,0.92353,0.96838,0.92271,0.97125,0.89396,0.39352,0.22489,0.85701,0.0069706,0.0069706,0.0069706
155,18187.9,0.42535,0.26819,0.92721,0.96031,0.93017,0.97094,0.89947,0.37843,0.2373,0.86822,0.0069508,0.0069508,0.0069508
156,18305.3,0.42134,0.26845,0.9246,0.95866,0.91858,0.96429,0.88617,0.40665,0.23667,0.86117,0.006931,0.006931,0.006931
157,18422.3,0.4183,0.26378,0.91838,0.96293,0.92051,0.96329,0.88581,0.39613,0.23183,0.85202,0.0069112,0.0069112,0.0069112
158,18539.4,0.4287,0.27117,0.91918,0.96305,0.9106,0.96665,0.88756,0.37516,0.22274,0.84545,0.0068914,0.0068914,0.0068914
159,18656.5,0.41414,0.26,0.91581,0.95743,0.9141,0.96763,0.88059,0.41225,0.23475,0.85549,0.0068716,0.0068716,0.0068716
160,18773.6,0.41625,0.26051,0.91776,0.96085,0.92945,0.9702,0.89982,0.36864,0.22792,0.84731,0.0068518,0.0068518,0.0068518
161,18891,0.41871,0.26526,0.91872,0.96354,0.91854,0.96838,0.8877,0.40018,0.2351,0.85174,0.006832,0.006832,0.006832
162,19008.1,0.41651,0.26337,0.91853,0.9529,0.91447,0.96579,0.8923,0.39583,0.23848,0.85,0.0068122,0.0068122,0.0068122
163,19125.2,0.42792,0.2733,0.92318,0.95866,0.90826,0.96797,0.89198,0.37675,0.22675,0.84579,0.0067924,0.0067924,0.0067924
164,19242.2,0.40384,0.25998,0.91101,0.96642,0.90378,0.9685,0.89874,0.36089,0.22074,0.84399,0.0067726,0.0067726,0.0067726
165,19359.3,0.43002,0.26677,0.91798,0.96727,0.91206,0.9683,0.89655,0.35922,0.22648,0.84455,0.0067528,0.0067528,0.0067528
166,19476.4,0.42855,0.26831,0.92207,0.96337,0.91456,0.96806,0.89241,0.38817,0.23625,0.85834,0.006733,0.006733,0.006733
167,19593.4,0.41619,0.26455,0.92117,0.95091,0.91645,0.96816,0.89076,0.40007,0.24153,0.84983,0.0067132,0.0067132,0.0067132
168,19710.6,0.41507,0.26185,0.91898,0.96438,0.92604,0.96785,0.89683,0.36826,0.22133,0.8512,0.0066934,0.0066934,0.0066934
169,19827.5,0.4211,0.2621,0.91475,0.95753,0.92703,0.96738,0.89771,0.36693,0.22703,0.85282,0.0066736,0.0066736,0.0066736
170,19944.6,0.41637,0.25844,0.91392,0.95311,0.92785,0.96646,0.8895,0.38417,0.22906,0.84879,0.0066538,0.0066538,0.0066538
171,20061.7,0.41238,0.26165,0.91895,0.96224,0.90138,0.95866,0.88992,0.37057,0.23464,0.85179,0.006634,0.006634,0.006634
172,20178.8,0.41508,0.2599,0.92164,0.95476,0.90205,0.95759,0.88538,0.39787,0.23689,0.86584,0.0066142,0.0066142,0.0066142
173,20295.8,0.41776,0.26601,0.9234,0.96179,0.90196,0.96157,0.88412,0.40932,0.25107,0.88294,0.0065944,0.0065944,0.0065944
174,20412.8,0.41289,0.26234,0.92028,0.95407,0.91164,0.96377,0.88827,0.39801,0.23543,0.86799,0.0065746,0.0065746,0.0065746
175,20529.9,0.41709,0.25844,0.92484,0.95081,0.90488,0.9661,0.89231,0.37501,0.2322,0.85759,0.0065548,0.0065548,0.0065548
176,20646.9,0.41317,0.25834,0.9147,0.95116,0.92059,0.96656,0.8959,0.35359,0.231,0.85899,0.006535,0.006535,0.006535
177,20763.9,0.41121,0.25414,0.91988,0.9684,0.91566,0.96715,0.89658,0.37671,0.24406,0.87191,0.0065152,0.0065152,0.0065152
178,20880.9,0.41271,0.26178,0.91936,0.96947,0.91697,0.96376,0.89659,0.36218,0.2405,0.86758,0.0064954,0.0064954,0.0064954
179,20998,0.41804,0.25873,0.92058,0.96447,0.90764,0.96341,0.89266,0.36756,0.23069,0.85815,0.0064756,0.0064756,0.0064756
180,21115.1,0.4057,0.25444,0.9155,0.95567,0.92072,0.96854,0.8973,0.38241,0.2307,0.85002,0.0064558,0.0064558,0.0064558
181,21232.1,0.41594,0.2565,0.91554,0.96212,0.92582,0.96834,0.8998,0.36778,0.21935,0.84292,0.006436,0.006436,0.006436
182,21349.2,0.3948,0.25548,0.91253,0.96284,0.9284,0.96572,0.89624,0.37177,0.22356,0.8576,0.0064162,0.0064162,0.0064162
183,21466.4,0.4057,0.25614,0.91516,0.95717,0.92743,0.97101,0.89999,0.36346,0.22111,0.85738,0.0063964,0.0063964,0.0063964
184,21584,0.41726,0.25702,0.92238,0.96919,0.91306,0.96918,0.8978,0.36713,0.21918,0.85601,0.0063766,0.0063766,0.0063766
185,21701,0.39947,0.24635,0.91013,0.96329,0.91396,0.97038,0.89695,0.3791,0.21759,0.85096,0.0063568,0.0063568,0.0063568
