epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
186,21818.1,0.42107,0.2601,0.91773,0.95474,0.91877,0.96613,0.89294,0.38556,0.21781,0.84924,0.006337,0.006337,0.006337
187,21935.2,0.40122,0.24915,0.90897,0.96609,0.91952,0.96799,0.89794,0.36741,0.20867,0.84996,0.0063172,0.0063172,0.0063172
188,22052.4,0.40751,0.25324,0.91102,0.96926,0.91111,0.96347,0.8924,0.36838,0.21657,0.84868,0.0062974,0.0062974,0.0062974
189,22169.4,0.40621,0.25335,0.91249,0.97039,0.91144,0.963,0.89109,0.37798,0.2192,0.85048,0.0062776,0.0062776,0.0062776
190,22286.5,0.40764,0.25561,0.91642,0.96269,0.92252,0.96423,0.89638,0.35716,0.21336,0.84524,0.0062578,0.0062578,0.0062578
191,22403.5,0.39272,0.24531,0.90971,0.96824,0.91317,0.96758,0.89669,0.35681,0.21239,0.84444,0.006238,0.006238,0.006238
192,22520.5,0.40175,0.24791,0.91227,0.96231,0.91039,0.9683,0.9007,0.34153,0.21676,0.8471,0.0062182,0.0062182,0.0062182
193,22637.8,0.40248,0.25236,0.91343,0.964,0.91116,0.96721,0.89629,0.35537,0.21631,0.86193,0.0061984,0.0061984,0.0061984
194,22754.9,0.39383,0.24502,0.91333,0.96575,0.91384,0.96612,0.89731,0.35471,0.21896,0.86881,0.0061786,0.0061786,0.0061786
195,22871.9,0.40479,0.2477,0.92027,0.95503,0.91747,0.96302,0.894,0.36853,0.21447,0.86775,0.0061588,0.0061588,0.0061588
196,22988.9,0.39123,0.24449,0.9066,0.96815,0.90589,0.96557,0.8944,0.36914,0.21861,0.86449,0.006139,0.006139,0.006139
197,23105.8,0.40693,0.24978,0.91364,0.97161,0.91114,0.96806,0.89826,0.36488,0.21594,0.86011,0.0061192,0.0061192,0.0061192
198,23222.8,0.39888,0.24677,0.91585,0.96305,0.92269,0.96858,0.901,0.35382,0.21511,0.85189,0.0060994,0.0060994,0.0060994
199,23340.2,0.39925,0.24702,0.90799,0.96351,0.9214,0.97038,0.89899,0.36077,0.22299,0.84773,0.0060796,0.0060796,0.0060796
200,23457.1,0.39302,0.2441,0.90612,0.95619,0.91683,0.96754,0.89793,0.36506,0.21374,0.8488,0.0060598,0.0060598,0.0060598
201,23574.1,0.39844,0.24706,0.9138,0.95725,0.91844,0.9654,0.89507,0.37525,0.22344,0.86414,0.00604,0.00604,0.00604
202,23691.2,0.40029,0.24803,0.91121,0.96816,0.91369,0.96779,0.89858,0.36657,0.21771,0.85306,0.0060202,0.0060202,0.0060202
203,23808.2,0.39061,0.24209,0.9074,0.96189,0.91526,0.96721,0.89718,0.37164,0.21266,0.8518,0.0060004,0.0060004,0.0060004
204,23925.2,0.40345,0.25303,0.91232,0.95965,0.91985,0.96746,0.89834,0.36149,0.21387,0.85165,0.0059806,0.0059806,0.0059806
205,24042.1,0.40395,0.24739,0.91613,0.96575,0.91228,0.96298,0.89575,0.35306,0.21144,0.84983,0.0059608,0.0059608,0.0059608
206,24159.1,0.39887,0.249,0.91122,0.96186,0.91989,0.96301,0.89546,0.35767,0.20959,0.84824,0.005941,0.005941,0.005941
207,24276.1,0.39885,0.24284,0.91069,0.96598,0.91567,0.96571,0.8928,0.37175,0.21364,0.8476,0.0059212,0.0059212,0.0059212
208,24393.1,0.3958,0.2421,0.91154,0.96551,0.91822,0.96658,0.89679,0.34894,0.21127,0.84855,0.0059014,0.0059014,0.0059014
209,24510,0.39068,0.2414,0.90892,0.96535,0.9173,0.96382,0.89315,0.35745,0.21489,0.8498,0.0058816,0.0058816,0.0058816
210,24627,0.39253,0.24285,0.9069,0.96595,0.91673,0.96713,0.898,0.34515,0.21105,0.8491,0.0058618,0.0058618,0.0058618
211,24744,0.38479,0.24225,0.90666,0.96818,0.91918,0.97108,0.90088,0.3537,0.20893,0.84929,0.005842,0.005842,0.005842
212,24861.1,0.39252,0.24144,0.90191,0.96312,0.92226,0.9696,0.90268,0.33809,0.20165,0.84557,0.0058222,0.0058222,0.0058222
213,24978.3,0.40028,0.24666,0.91105,0.95864,0.91826,0.96743,0.9025,0.33248,0.19964,0.84643,0.0058024,0.0058024,0.0058024
214,25095.1,0.37869,0.23916,0.89987,0.94854,0.92097,0.96677,0.89842,0.33781,0.21023,0.84699,0.0057826,0.0057826,0.0057826
215,25212,0.38843,0.24092,0.90568,0.95364,0.90984,0.96,0.8935,0.34701,0.22275,0.84951,0.0057628,0.0057628,0.0057628
216,25328.7,0.39413,0.24551,0.90833,0.96713,0.90157,0.96045,0.89248,0.3526,0.22219,0.85216,0.005743,0.005743,0.005743
217,25445.3,0.39336,0.24031,0.90905,0.96377,0.90854,0.966,0.89624,0.35708,0.22213,0.85197,0.0057232,0.0057232,0.0057232
218,25561.4,0.39086,0.24177,0.90881,0.94603,0.92686,0.96884,0.8974,0.36755,0.21486,0.85243,0.0057034,0.0057034,0.0057034
219,25677.7,0.38598,0.23763,0.90809,0.96202,0.92123,0.97095,0.9001,0.36394,0.21262,0.86926,0.0056836,0.0056836,0.0056836
220,25794.2,0.39093,0.24141,0.91078,0.95714,0.92168,0.97074,0.90167,0.34916,0.21692,0.86235,0.0056638,0.0056638,0.0056638
221,25910.9,0.38761,0.24356,0.90609,0.95325,0.92055,0.96906,0.90215,0.35409,0.21495,0.8481,0.005644,0.005644,0.005644
222,26027.5,0.38269,0.24315,0.9018,0.95372,0.91897,0.96792,0.90135,0.35521,0.21665,0.84761,0.0056242,0.0056242,0.0056242
223,26144.4,0.37595,0.23332,0.89642,0.94648,0.92957,0.96857,0.90235,0.35146,0.21348,0.8437,0.0056044,0.0056044,0.0056044
224,26261.6,0.38748,0.23636,0.90646,0.95188,0.92644,0.96997,0.90286,0.35193,0.2076,0.84535,0.0055846,0.0055846,0.0055846
225,26378.7,0.38414,0.23507,0.90616,0.95675,0.92354,0.96866,0.90104,0.36162,0.2114,0.84829,0.0055648,0.0055648,0.0055648
226,26495,0.38607,0.23458,0.90389,0.96462,0.92976,0.96988,0.90241,0.36015,0.20513,0.84427,0.005545,0.005545,0.005545
227,26611.3,0.3818,0.23236,0.89952,0.96113,0.92982,0.96788,0.90233,0.35188,0.20565,0.84011,0.0055252,0.0055252,0.0055252
228,26727.6,0.38045,0.23563,0.90027,0.96649,0.92682,0.96944,0.90267,0.35944,0.20964,0.84097,0.0055054,0.0055054,0.0055054
229,26843.9,0.38747,0.23608,0.9036,0.96739,0.92541,0.97147,0.90293,0.35601,0.21036,0.84302,0.0054856,0.0054856,0.0054856
230,26960.8,0.38421,0.23517,0.90374,0.95227,0.94004,0.97147,0.90558,0.34129,0.20459,0.84024,0.0054658,0.0054658,0.0054658
231,27078,0.38189,0.23291,0.9011,0.96224,0.92161,0.96728,0.90448,0.34234,0.20471,0.84173,0.005446,0.005446,0.005446
232,27194.6,0.38124,0.2306,0.90421,0.96539,0.90862,0.9649,0.90171,0.35436,0.20971,0.84548,0.0054262,0.0054262,0.0054262
233,27311,0.37585,0.23312,0.90188,0.94986,0.92333,0.96624,0.90112,0.36108,0.21317,0.85039,0.0054064,0.0054064,0.0054064
234,27427.4,0.38355,0.23552,0.89894,0.9417,0.93442,0.9686,0.90188,0.35754,0.20883,0.85017,0.0053866,0.0053866,0.0053866
235,27544.1,0.3796,0.23181,0.89514,0.95149,0.92265,0.96766,0.90208,0.34025,0.20198,0.84527,0.0053668,0.0053668,0.0053668
236,27661.1,0.37592,0.23369,0.89961,0.96144,0.9161,0.96608,0.90023,0.34409,0.20553,0.84383,0.005347,0.005347,0.005347
237,27777.9,0.37445,0.22695,0.898,0.95235,0.9223,0.96892,0.8998,0.35501,0.20762,0.84427,0.0053272,0.0053272,0.0053272
238,27894.9,0.37743,0.23258,0.90773,0.96274,0.92494,0.97087,0.90008,0.36241,0.20152,0.84972,0.0053074,0.0053074,0.0053074
239,28011.9,0.37442,0.23023,0.90131,0.96356,0.92581,0.97175,0.90182,0.36209,0.20582,0.84942,0.0052876,0.0052876,0.0052876
240,28129,0.37431,0.22993,0.89846,0.95535,0.92321,0.97143,0.9012,0.37355,0.20689,0.85002,0.0052678,0.0052678,0.0052678
241,28246,0.37357,0.22844,0.89571,0.96861,0.91284,0.97045,0.90262,0.36407,0.20761,0.84902,0.005248,0.005248,0.005248
242,28362.9,0.37531,0.22722,0.90453,0.95824,0.92099,0.96862,0.90155,0.36766,0.21037,0.85131,0.0052282,0.0052282,0.0052282
243,28479.8,0.38032,0.23246,0.90331,0.96774,0.92082,0.96906,0.9038,0.36092,0.20919,0.85129,0.0052084,0.0052084,0.0052084
244,28596.8,0.37767,0.22689,0.89895,0.96398,0.9179,0.9677,0.90186,0.34774,0.21027,0.84792,0.0051886,0.0051886,0.0051886
245,28713.8,0.37025,0.2253,0.89925,0.96023,0.91552,0.96675,0.90462,0.32322,0.20681,0.84309,0.0051688,0.0051688,0.0051688
246,28830.7,0.36723,0.22741,0.90212,0.95678,0.91762,0.96574,0.90444,0.31747,0.20532,0.84226,0.005149,0.005149,0.005149
247,28947.7,0.37324,0.23058,0.89665,0.95779,0.91381,0.96625,0.90503,0.31542,0.20705,0.8419,0.0051292,0.0051292,0.0051292
248,29064.7,0.37298,0.22941,0.89779,0.96129,0.91434,0.9663,0.9052,0.31791,0.20736,0.84206,0.0051094,0.0051094,0.0051094
249,29181.7,0.36531,0.22819,0.89351,0.96349,0.9167,0.96857,0.90572,0.32422,0.20574,0.84368,0.0050896,0.0050896,0.0050896
250,29299,0.37004,0.22935,0.9004,0.94189,0.9423,0.96963,0.90452,0.33358,0.20414,0.84516,0.0050698,0.0050698,0.0050698
251,29415.8,0.36515,0.22614,0.89585,0.96164,0.92676,0.96907,0.90562,0.33848,0.20741,0.84578,0.00505,0.00505,0.00505
252,29532.8,0.36779,0.22391,0.89431,0.96083,0.92477,0.9686,0.90318,0.34724,0.21073,0.84777,0.0050302,0.0050302,0.0050302
253,29649.7,0.36256,0.2239,0.89616,0.95306,0.93921,0.96962,0.90364,0.35317,0.20754,0.84984,0.0050104,0.0050104,0.0050104
254,29766.7,0.36723,0.22499,0.8933,0.94473,0.94386,0.9709,0.90254,0.36263,0.20231,0.85132,0.0049906,0.0049906,0.0049906
255,29883.7,0.36536,0.22172,0.89257,0.96511,0.92365,0.97022,0.90417,0.35329,0.19847,0.8493,0.0049708,0.0049708,0.0049708
256,30000.7,0.37422,0.22825,0.897,0.96323,0.92082,0.9714,0.90641,0.34024,0.19671,0.84672,0.004951,0.004951,0.004951
257,30118,0.36425,0.22376,0.89943,0.9651,0.92096,0.97143,0.90654,0.34775,0.19953,0.84554,0.0049312,0.0049312,0.0049312
258,30235.3,0.36337,0.22635,0.89484,0.9357,0.9491,0.97233,0.90723,0.34285,0.1988,0.84352,0.0049114,0.0049114,0.0049114
259,30352.7,0.3656,0.22644,0.89866,0.96122,0.92463,0.9718,0.90576,0.34556,0.19986,0.8442,0.0048916,0.0048916,0.0048916
260,30469.7,0.35783,0.22006,0.89282,0.9584,0.93515,0.97111,0.90504,0.34233,0.20204,0.84459,0.0048718,0.0048718,0.0048718
261,30586.6,0.37527,0.22864,0.89734,0.95927,0.93342,0.97104,0.90522,0.33817,0.20105,0.84483,0.004852,0.004852,0.004852
262,30703.5,0.35877,0.21574,0.89353,0.96191,0.92984,0.96969,0.904,0.33378,0.19984,0.84395,0.0048322,0.0048322,0.0048322
263,30820.5,0.36946,0.22246,0.89607,0.95791,0.9296,0.97034,0.90485,0.33556,0.20158,0.84469,0.0048124,0.0048124,0.0048124
264,30937.5,0.35657,0.21721,0.89343,0.95016,0.94134,0.97145,0.9061,0.33622,0.20041,0.84428,0.0047926,0.0047926,0.0047926
265,31054.4,0.37082,0.22278,0.89633,0.96352,0.92676,0.97103,0.9055,0.33482,0.19937,0.84541,0.0047728,0.0047728,0.0047728
266,31171.3,0.35106,0.21509,0.89339,0.96636,0.92272,0.97031,0.90582,0.34311,0.19854,0.84724,0.004753,0.004753,0.004753
267,31288.2,0.36347,0.22262,0.89116,0.96386,0.92377,0.97183,0.9065,0.34123,0.20055,0.84689,0.0047332,0.0047332,0.0047332
268,31405.1,0.35485,0.21754,0.89723,0.95472,0.93223,0.96964,0.90538,0.34218,0.20507,0.84744,0.0047134,0.0047134,0.0047134
269,31521.9,0.3645,0.22011,0.9003,0.96141,0.92866,0.96902,0.90479,0.33819,0.20232,0.8474,0.0046936,0.0046936,0.0046936
270,31638.9,0.35539,0.21521,0.892,0.96418,0.93007,0.96853,0.90459,0.34565,0.20108,0.84932,0.0046738,0.0046738,0.0046738
271,31755.8,0.35158,0.21181,0.8934,0.96796,0.92417,0.96883,0.90377,0.34985,0.20239,0.85046,0.004654,0.004654,0.004654
272,31872.8,0.35596,0.22279,0.90113,0.96082,0.93095,0.96796,0.90289,0.35148,0.20203,0.851,0.0046342,0.0046342,0.0046342
273,31989.7,0.36162,0.22058,0.89107,0.96334,0.92876,0.96828,0.90186,0.35406,0.20006,0.85152,0.0046144,0.0046144,0.0046144
274,32106.6,0.36433,0.21868,0.89588,0.96583,0.92428,0.96937,0.90347,0.35642,0.20105,0.85217,0.0045946,0.0045946,0.0045946
275,32223.5,0.35391,0.21404,0.88976,0.95931,0.9304,0.9698,0.9042,0.3519,0.19732,0.85079,0.0045748,0.0045748,0.0045748
276,32340.5,0.35392,0.21855,0.88594,0.95716,0.92906,0.96974,0.90447,0.35047,0.20122,0.84931,0.004555,0.004555,0.004555
277,32457.3,0.34807,0.21403,0.88831,0.95651,0.9265,0.96837,0.90392,0.34518,0.19957,0.84915,0.0045352,0.0045352,0.0045352
278,32574.2,0.35536,0.21575,0.8925,0.95901,0.9194,0.96819,0.9035,0.34575,0.20239,0.84961,0.0045154,0.0045154,0.0045154
279,32691.1,0.35425,0.21165,0.89081,0.94961,0.92242,0.96577,0.90106,0.35194,0.20643,0.85068,0.0044956,0.0044956,0.0044956
280,32808.1,0.35328,0.21482,0.88931,0.96989,0.90531,0.96541,0.90155,0.34226,0.20506,0.84796,0.0044758,0.0044758,0.0044758
281,32925.1,0.3495,0.2157,0.88949,0.94369,0.92708,0.96739,0.90213,0.34396,0.20522,0.84829,0.004456,0.004456,0.004456
282,33042.2,0.35403,0.21334,0.89041,0.95336,0.9215,0.96808,0.90386,0.33756,0.20538,0.84564,0.0044362,0.0044362,0.0044362
283,33159.2,0.35677,0.21494,0.89465,0.96071,0.92139,0.96812,0.90449,0.33635,0.20282,0.84459,0.0044164,0.0044164,0.0044164
284,33276.2,0.35579,0.21408,0.89073,0.96387,0.92113,0.96879,0.90504,0.33994,0.20157,0.84689,0.0043966,0.0043966,0.0043966
285,33393,0.35315,0.21685,0.88927,0.95517,0.92876,0.9692,0.90574,0.33472,0.201,0.84634,0.0043768,0.0043768,0.0043768
286,33509.9,0.35279,0.21518,0.8838,0.95514,0.93072,0.969,0.90513,0.33984,0.20216,0.84723,0.004357,0.004357,0.004357
287,33626.9,0.35533,0.21497,0.88671,0.95046,0.93033,0.96927,0.90485,0.34563,0.2049,0.84655,0.0043372,0.0043372,0.0043372
288,33743.8,0.35078,0.21261,0.88753,0.93892,0.94533,0.9694,0.90469,0.34698,0.20259,0.84657,0.0043174,0.0043174,0.0043174
