epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
54,21314,0.30444,0.22841,0.87544,0.97931,0.97282,0.99261,0.96329,0.23313,0.13938,0.79339,0.0089506,0.0089506,0.0089506
55,21708.2,0.30474,0.22946,0.87486,0.98421,0.97021,0.99196,0.96583,0.22936,0.13562,0.79385,0.0089308,0.0089308,0.0089308
56,22102.5,0.30394,0.22402,0.8783,0.97343,0.98133,0.99137,0.96582,0.22897,0.14492,0.79015,0.008911,0.008911,0.008911
57,22496.8,0.30181,0.22489,0.87287,0.97741,0.97514,0.99231,0.96612,0.21823,0.13162,0.79221,0.0088912,0.0088912,0.0088912
58,22890.9,0.29893,0.2212,0.86982,0.97951,0.97513,0.99296,0.96703,0.21819,0.13724,0.79406,0.0088714,0.0088714,0.0088714
59,23285.4,0.30192,0.22578,0.87452,0.9828,0.96948,0.99065,0.9638,0.23048,0.14535,0.79454,0.0088516,0.0088516,0.0088516
60,23679.3,0.29651,0.22111,0.87114,0.97623,0.97241,0.99237,0.96695,0.21778,0.13789,0.79176,0.0088318,0.0088318,0.0088318
61,24073.2,0.29553,0.2197,0.86934,0.98166,0.9745,0.99239,0.96699,0.21808,0.12465,0.78682,0.008812,0.008812,0.008812
62,24467.4,0.29878,0.2222,0.872,0.98049,0.97757,0.99271,0.96715,0.20744,0.1255,0.78688,0.0087922,0.0087922,0.0087922
63,24862,0.29956,0.22288,0.87025,0.98251,0.97346,0.99268,0.96679,0.20845,0.12584,0.7868,0.0087724,0.0087724,0.0087724
64,25256,0.29401,0.21754,0.87299,0.97758,0.97814,0.99202,0.96551,0.20327,0.13493,0.78527,0.0087526,0.0087526,0.0087526
65,25650.1,0.29121,0.21479,0.86695,0.98436,0.97183,0.99211,0.96636,0.20929,0.12862,0.79038,0.0087328,0.0087328,0.0087328
66,26044.3,0.29354,0.21384,0.8682,0.98076,0.97213,0.99169,0.96746,0.20501,0.12668,0.78515,0.008713,0.008713,0.008713
67,26438.7,0.29756,0.21792,0.86964,0.97771,0.9789,0.99272,0.9663,0.21851,0.12896,0.78662,0.0086932,0.0086932,0.0086932
68,26832.6,0.29126,0.21496,0.86812,0.97927,0.97684,0.99219,0.96676,0.20488,0.12034,0.78423,0.0086734,0.0086734,0.0086734
69,27226.6,0.28629,0.21233,0.86516,0.97836,0.9758,0.99262,0.9672,0.20444,0.12276,0.7859,0.0086536,0.0086536,0.0086536
70,27620.6,0.28629,0.21288,0.867,0.98335,0.9766,0.99301,0.96872,0.19831,0.12219,0.78561,0.0086338,0.0086338,0.0086338
71,28015.3,0.29118,0.21287,0.86712,0.97984,0.97778,0.99232,0.96805,0.19929,0.1228,0.78484,0.008614,0.008614,0.008614
72,28409.4,0.29079,0.2163,0.86523,0.97986,0.97574,0.99213,0.9666,0.19994,0.1205,0.78461,0.0085942,0.0085942,0.0085942
73,28803.5,0.28572,0.21388,0.86464,0.97782,0.97425,0.99266,0.96691,0.18983,0.11629,0.7833,0.0085744,0.0085744,0.0085744
74,29197.4,0.29176,0.2134,0.86613,0.97861,0.97718,0.99294,0.96877,0.18849,0.11928,0.78245,0.0085546,0.0085546,0.0085546
75,29591.7,0.28259,0.20899,0.86534,0.98132,0.97662,0.99279,0.96914,0.19145,0.11816,0.78246,0.0085348,0.0085348,0.0085348
76,29986.7,0.28313,0.20896,0.86536,0.97866,0.97571,0.99267,0.96806,0.1989,0.11761,0.78397,0.008515,0.008515,0.008515
77,30381,0.28374,0.21071,0.86252,0.97795,0.97559,0.99228,0.96714,0.20955,0.12315,0.78523,0.0084952,0.0084952,0.0084952
78,30775.4,0.28462,0.21067,0.8665,0.98042,0.97597,0.99219,0.96602,0.21569,0.12136,0.78655,0.0084754,0.0084754,0.0084754
79,31169.9,0.28933,0.20645,0.86534,0.97973,0.97575,0.99216,0.96819,0.20638,0.11907,0.78482,0.0084556,0.0084556,0.0084556
80,31564.5,0.28854,0.21014,0.86621,0.9801,0.97648,0.99216,0.96819,0.20675,0.12074,0.78542,0.0084358,0.0084358,0.0084358
81,31958.9,0.27897,0.20517,0.86311,0.97942,0.97565,0.99226,0.9688,0.19681,0.1159,0.78372,0.008416,0.008416,0.008416
82,32353.5,0.27975,0.20459,0.86508,0.97955,0.97488,0.9923,0.96844,0.19087,0.11516,0.78251,0.0083962,0.0083962,0.0083962
83,32747.9,0.28554,0.2066,0.8659,0.98139,0.97376,0.99268,0.9689,0.19869,0.11582,0.78374,0.0083764,0.0083764,0.0083764
84,33142.3,0.28241,0.20944,0.8656,0.9805,0.97532,0.99274,0.96898,0.20441,0.117,0.78471,0.0083566,0.0083566,0.0083566
85,33536.7,0.28112,0.20666,0.86339,0.98257,0.97505,0.99288,0.96935,0.1966,0.12278,0.77926,0.0083368,0.0083368,0.0083368
86,33931.5,0.28172,0.20635,0.86606,0.98308,0.97454,0.99281,0.96912,0.19209,0.11537,0.78337,0.008317,0.008317,0.008317
87,34325.7,0.27213,0.19931,0.86287,0.98256,0.97675,0.99298,0.96896,0.19408,0.11634,0.78355,0.0082972,0.0082972,0.0082972
88,34720.1,0.27801,0.20126,0.86127,0.983,0.97481,0.99303,0.96972,0.19458,0.11478,0.7843,0.0082774,0.0082774,0.0082774
89,35115,0.27834,0.20349,0.86173,0.98125,0.97679,0.99308,0.96994,0.19284,0.11585,0.7839,0.0082576,0.0082576,0.0082576
90,35509.7,0.27667,0.20177,0.86275,0.98238,0.9755,0.99298,0.96933,0.19923,0.12217,0.7839,0.0082378,0.0082378,0.0082378
91,35904.1,0.27406,0.19876,0.86262,0.98147,0.97387,0.9927,0.96906,0.2034,0.12209,0.78452,0.008218,0.008218,0.008218
92,36298.3,0.27666,0.20163,0.86207,0.98019,0.9751,0.99268,0.96921,0.20475,0.11628,0.78454,0.0081982,0.0081982,0.0081982
93,36692.7,0.27944,0.20248,0.86625,0.98138,0.97602,0.99261,0.96885,0.20765,0.1182,0.78465,0.0081784,0.0081784,0.0081784
94,37087,0.27,0.19551,0.85987,0.98224,0.97753,0.99269,0.96955,0.1997,0.11794,0.78613,0.0081586,0.0081586,0.0081586
95,37481.6,0.27467,0.19946,0.86062,0.98109,0.97927,0.99277,0.96936,0.19506,0.11443,0.78334,0.0081388,0.0081388,0.0081388
96,37876,0.27535,0.19953,0.86458,0.98076,0.97997,0.99295,0.96982,0.19617,0.1134,0.78291,0.008119,0.008119,0.008119
97,38270.5,0.2726,0.19703,0.86509,0.98179,0.97835,0.993,0.97039,0.1937,0.11262,0.78624,0.0080992,0.0080992,0.0080992
98,38665.2,0.27571,0.20038,0.86799,0.98021,0.98015,0.99289,0.97013,0.19805,0.11741,0.77867,0.0080794,0.0080794,0.0080794
99,39059.7,0.27652,0.20272,0.86549,0.98388,0.9762,0.99296,0.96995,0.1976,0.11953,0.77654,0.0080596,0.0080596,0.0080596
100,39454.6,0.27395,0.19668,0.86048,0.98082,0.97922,0.99269,0.9696,0.19286,0.12067,0.78582,0.0080398,0.0080398,0.0080398
101,39849.4,0.26681,0.19518,0.86155,0.97998,0.97785,0.99239,0.96945,0.18909,0.11862,0.78533,0.00802,0.00802,0.00802
102,40242.7,0.27336,0.19774,0.86276,0.97933,0.97825,0.99241,0.9699,0.18675,0.11387,0.7822,0.0080002,0.0080002,0.0080002
103,40638.2,0.27077,0.19628,0.86113,0.97907,0.97965,0.99243,0.97012,0.18572,0.11296,0.78126,0.0079804,0.0079804,0.0079804
104,41032.1,0.27625,0.19834,0.86302,0.98111,0.97937,0.99248,0.97038,0.18358,0.10936,0.78077,0.0079606,0.0079606,0.0079606
105,41426.3,0.27193,0.19431,0.86452,0.98126,0.98032,0.99269,0.97027,0.18378,0.10825,0.78109,0.0079408,0.0079408,0.0079408
106,41819.8,0.27418,0.19538,0.86189,0.98221,0.97999,0.99264,0.96981,0.18332,0.10742,0.78132,0.007921,0.007921,0.007921
107,42214.8,0.27131,0.19829,0.86203,0.98356,0.97808,0.99279,0.96993,0.18567,0.10963,0.78155,0.0079012,0.0079012,0.0079012
108,42607.4,0.27044,0.19346,0.86168,0.98309,0.97782,0.99281,0.96968,0.18541,0.10858,0.78211,0.0078814,0.0078814,0.0078814
109,43000.1,0.27262,0.1949,0.86149,0.98292,0.97765,0.99267,0.96931,0.18406,0.11018,0.78219,0.0078616,0.0078616,0.0078616
110,43392.2,0.27037,0.19557,0.8636,0.98225,0.9791,0.99279,0.96857,0.18423,0.11049,0.78299,0.0078418,0.0078418,0.0078418
111,43785.3,0.26366,0.19115,0.85759,0.98178,0.97929,0.99281,0.96847,0.18351,0.1071,0.78244,0.007822,0.007822,0.007822
112,44177.6,0.26783,0.19685,0.85875,0.97965,0.97933,0.99284,0.96891,0.18492,0.10713,0.7821,0.0078022,0.0078022,0.0078022
113,44569.5,0.26925,0.19303,0.86174,0.97933,0.97886,0.9929,0.96913,0.18426,0.1068,0.78218,0.0077824,0.0077824,0.0077824
114,44962.5,0.27128,0.19442,0.86312,0.97847,0.97808,0.99287,0.9697,0.18311,0.10702,0.78199,0.0077626,0.0077626,0.0077626
115,45354.3,0.26521,0.19133,0.85912,0.98393,0.97226,0.99261,0.96975,0.1834,0.10728,0.78193,0.0077428,0.0077428,0.0077428
116,45746.4,0.26413,0.18938,0.8586,0.98359,0.97232,0.99265,0.96973,0.18587,0.10682,0.78208,0.007723,0.007723,0.007723
117,46138.3,0.26906,0.19193,0.85845,0.98137,0.97473,0.99265,0.96982,0.18722,0.10748,0.78199,0.0077032,0.0077032,0.0077032
118,46530,0.26438,0.19105,0.85722,0.98196,0.97467,0.99245,0.96915,0.1875,0.10831,0.78213,0.0076834,0.0076834,0.0076834
119,46923.4,0.26399,0.18756,0.85852,0.98005,0.97676,0.9924,0.9691,0.18798,0.10834,0.7822,0.0076636,0.0076636,0.0076636
120,47315.5,0.2648,0.19099,0.8592,0.98186,0.97496,0.99249,0.96927,0.18875,0.10764,0.7823,0.0076438,0.0076438,0.0076438
121,47711.6,0.26557,0.18992,0.86039,0.98053,0.97642,0.9925,0.96915,0.18821,0.10758,0.78224,0.007624,0.007624,0.007624
122,48103.9,0.26206,0.19178,0.85777,0.98107,0.97468,0.99246,0.96895,0.18778,0.10754,0.78233,0.0076042,0.0076042,0.0076042
123,48497.8,0.26328,0.19267,0.85833,0.98122,0.97587,0.99258,0.96905,0.18852,0.1071,0.78252,0.0075844,0.0075844,0.0075844
124,48892.3,0.26315,0.18949,0.85818,0.97878,0.97815,0.99264,0.9694,0.18699,0.10679,0.78259,0.0075646,0.0075646,0.0075646
125,49286.9,0.26744,0.18938,0.85954,0.97806,0.97961,0.99267,0.96975,0.18514,0.10697,0.78242,0.0075448,0.0075448,0.0075448
126,49679.8,0.26032,0.18407,0.85814,0.97864,0.97907,0.99275,0.97012,0.18468,0.10814,0.78252,0.007525,0.007525,0.007525
127,50072.5,0.25881,0.18396,0.85409,0.97898,0.97962,0.99273,0.97012,0.1832,0.10719,0.78255,0.0075052,0.0075052,0.0075052
