epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
33,3736.47,0.32407,0.75288,0.87507,0.97852,0.96012,0.98961,0.95266,0.25814,0.47452,0.7861,0.00686337,0.00686337,0.00686337
34,3848.24,0.31708,0.73806,0.8689,0.97769,0.96949,0.99212,0.95477,0.25839,0.47859,0.78926,0.00676535,0.00676535,0.00676535
35,3957.82,0.3131,0.72934,0.86818,0.98242,0.9691,0.99165,0.95945,0.24733,0.47714,0.78446,0.00666733,0.00666733,0.00666733
36,4070.02,0.30727,0.69774,0.86622,0.98213,0.96954,0.9916,0.953,0.27064,0.50346,0.78929,0.00656931,0.00656931,0.00656931
37,4179.43,0.30994,0.71192,0.86689,0.98246,0.96548,0.99131,0.96142,0.22305,0.44886,0.78262,0.00647129,0.00647129,0.00647129
38,4291.21,0.30589,0.69987,0.86528,0.9794,0.96867,0.99174,0.96157,0.229,0.46278,0.78266,0.00637327,0.00637327,0.00637327
39,4402.96,0.31169,0.70474,0.8721,0.97671,0.9735,0.99144,0.95801,0.2662,0.50745,0.78839,0.00627525,0.00627525,0.00627525
40,4510.85,0.31134,0.70439,0.86951,0.97942,0.96619,0.99162,0.95719,0.25647,0.46903,0.78651,0.00617723,0.00617723,0.00617723
41,4618.27,0.2989,0.67111,0.86342,0.97416,0.97021,0.99144,0.96364,0.22219,0.43401,0.78072,0.00607921,0.00607921,0.00607921
42,4725.4,0.30544,0.68109,0.86787,0.97888,0.97331,0.99147,0.96045,0.22323,0.43678,0.78103,0.00598119,0.00598119,0.00598119
43,4833.58,0.29947,0.66015,0.8633,0.97926,0.97015,0.99126,0.96255,0.2132,0.43811,0.7788,0.00588317,0.00588317,0.00588317
44,4941.61,0.28751,0.65528,0.86103,0.98454,0.96812,0.99144,0.96055,0.21139,0.41639,0.77999,0.00578515,0.00578515,0.00578515
45,5048.74,0.28991,0.65951,0.86268,0.97549,0.97125,0.99175,0.96301,0.22508,0.43736,0.78219,0.00568713,0.00568713,0.00568713
46,5159.15,0.29512,0.65808,0.86402,0.97604,0.97577,0.99193,0.96352,0.22656,0.42203,0.78116,0.00558911,0.00558911,0.00558911
47,5265.84,0.29198,0.64477,0.86244,0.98004,0.96821,0.99195,0.96473,0.20596,0.40473,0.77679,0.00549109,0.00549109,0.00549109
48,5375.95,0.28753,0.63994,0.86441,0.97948,0.97401,0.9922,0.96324,0.24346,0.41631,0.7816,0.00539307,0.00539307,0.00539307
49,5485.66,0.28525,0.63189,0.85989,0.9842,0.96435,0.99159,0.9629,0.21347,0.40063,0.77974,0.00529505,0.00529505,0.00529505
50,5594.39,0.28847,0.63003,0.86019,0.97718,0.97426,0.99211,0.96577,0.21312,0.39769,0.77777,0.00519703,0.00519703,0.00519703
51,5701.98,0.28388,0.62142,0.86095,0.9762,0.97485,0.99217,0.96506,0.21044,0.39501,0.77738,0.00509901,0.00509901,0.00509901
52,5809.29,0.28524,0.62728,0.86053,0.97833,0.97457,0.99178,0.96222,0.25236,0.44419,0.78359,0.00500099,0.00500099,0.00500099
53,5920.81,0.28315,0.61928,0.85844,0.97734,0.97633,0.99166,0.96401,0.23255,0.41799,0.77971,0.00490297,0.00490297,0.00490297
54,6029.97,0.28057,0.60893,0.85891,0.98433,0.97152,0.99277,0.96577,0.2183,0.39215,0.77889,0.00480495,0.00480495,0.00480495
55,6142.47,0.27332,0.59392,0.85601,0.98112,0.97339,0.99042,0.9646,0.23607,0.4114,0.78179,0.00470693,0.00470693,0.00470693
56,6250.77,0.28422,0.61966,0.85969,0.97901,0.97494,0.99188,0.96394,0.22564,0.40593,0.78006,0.00460891,0.00460891,0.00460891
57,6360.46,0.27375,0.59788,0.8547,0.97814,0.97763,0.99125,0.96395,0.2172,0.40592,0.77951,0.00451089,0.00451089,0.00451089
58,6472.28,0.27195,0.59152,0.85468,0.97884,0.97605,0.99142,0.96539,0.19673,0.3867,0.77581,0.00441287,0.00441287,0.00441287
59,6584.4,0.2717,0.58502,0.85604,0.97991,0.97636,0.99185,0.9654,0.19929,0.38359,0.77584,0.00431485,0.00431485,0.00431485
60,6694.18,0.26861,0.58041,0.85729,0.97876,0.97651,0.99083,0.9648,0.20531,0.38626,0.77618,0.00421683,0.00421683,0.00421683
61,6804.19,0.26982,0.58083,0.85609,0.9808,0.97484,0.99168,0.96508,0.19563,0.38236,0.77579,0.00411881,0.00411881,0.00411881
62,6912.69,0.26939,0.57968,0.85346,0.98197,0.97347,0.99124,0.96506,0.19603,0.38265,0.77603,0.00402079,0.00402079,0.00402079
63,7024.22,0.26623,0.58481,0.85398,0.9785,0.97814,0.99197,0.96631,0.1976,0.38609,0.77646,0.00392277,0.00392277,0.00392277
64,7132.13,0.26792,0.57517,0.85532,0.97555,0.97959,0.99165,0.96536,0.19835,0.38495,0.77644,0.00382475,0.00382475,0.00382475
65,7239.42,0.26129,0.56308,0.85048,0.98038,0.97522,0.99181,0.96544,0.19617,0.36902,0.77568,0.00372673,0.00372673,0.00372673
66,7347.08,0.25735,0.55046,0.84721,0.97593,0.98034,0.99208,0.96579,0.20544,0.36735,0.77659,0.00362871,0.00362871,0.00362871
67,7456.06,0.26222,0.5645,0.85317,0.98217,0.97591,0.9925,0.96773,0.19046,0.36088,0.77354,0.00353069,0.00353069,0.00353069
68,7566.2,0.25915,0.5574,0.85276,0.97659,0.97985,0.99263,0.967,0.19086,0.35924,0.77452,0.00343267,0.00343267,0.00343267
69,7674.03,0.2618,0.5499,0.85278,0.97509,0.9812,0.9927,0.96679,0.19079,0.35656,0.77436,0.00333465,0.00333465,0.00333465
70,7781.56,0.25751,0.54933,0.85246,0.97626,0.98006,0.99252,0.96753,0.19638,0.36869,0.77476,0.00323663,0.00323663,0.00323663
71,7890.7,0.25768,0.54547,0.85021,0.97783,0.97803,0.99218,0.9679,0.19565,0.36295,0.77488,0.00313861,0.00313861,0.00313861
72,7998.1,0.25557,0.53622,0.84957,0.97796,0.97728,0.99223,0.96858,0.19264,0.3499,0.77386,0.00304059,0.00304059,0.00304059
73,8105.65,0.25784,0.52755,0.8499,0.97949,0.97546,0.9916,0.96727,0.19167,0.35317,0.77463,0.00294257,0.00294257,0.00294257
74,8214.75,0.25029,0.52258,0.84782,0.97817,0.97749,0.99136,0.96719,0.18896,0.35495,0.7739,0.00284455,0.00284455,0.00284455
75,8321.66,0.24997,0.51892,0.84861,0.98108,0.977,0.99191,0.96767,0.18764,0.34684,0.77407,0.00274653,0.00274653,0.00274653
76,8432.02,0.24661,0.51723,0.84817,0.97784,0.97543,0.99167,0.96694,0.19197,0.35964,0.77408,0.00264851,0.00264851,0.00264851
77,8541.62,0.25242,0.51703,0.84968,0.97465,0.97888,0.99166,0.96626,0.19117,0.35551,0.77375,0.0025505,0.0025505,0.0025505
78,8649.45,0.24755,0.50644,0.84547,0.97491,0.97866,0.99172,0.96706,0.18571,0.35774,0.77328,0.00245248,0.00245248,0.00245248
79,8756.98,0.24261,0.50581,0.84554,0.97801,0.97604,0.992,0.9668,0.19503,0.36258,0.77505,0.00235446,0.00235446,0.00235446
80,8867.26,0.24151,0.50346,0.84822,0.9821,0.97463,0.99247,0.96849,0.18669,0.34855,0.77368,0.00225644,0.00225644,0.00225644
81,8977.08,0.23724,0.4929,0.84303,0.97773,0.97942,0.99225,0.9689,0.18912,0.35082,0.77325,0.00215842,0.00215842,0.00215842
82,9087.97,0.2444,0.50021,0.84492,0.97887,0.97714,0.9919,0.96921,0.18363,0.34524,0.7728,0.0020604,0.0020604,0.0020604
83,9198.17,0.23733,0.49187,0.84339,0.981,0.97625,0.99199,0.96863,0.18572,0.34888,0.77315,0.00196238,0.00196238,0.00196238
84,9307.69,0.23519,0.48594,0.84382,0.97838,0.97939,0.99184,0.96858,0.18614,0.34858,0.77377,0.00186436,0.00186436,0.00186436
85,9416.38,0.23237,0.47266,0.84328,0.97876,0.97837,0.99194,0.9688,0.18494,0.34482,0.77344,0.00176634,0.00176634,0.00176634
86,9521.74,0.23338,0.47782,0.84608,0.9793,0.97746,0.9923,0.96906,0.18568,0.34053,0.77352,0.00166832,0.00166832,0.00166832
87,9627.18,0.22923,0.4674,0.84292,0.97772,0.98017,0.99234,0.96944,0.18337,0.33592,0.77327,0.0015703,0.0015703,0.0015703
88,9732.57,0.22919,0.46751,0.84377,0.97405,0.98105,0.9925,0.96974,0.18174,0.33225,0.77313,0.00147228,0.00147228,0.00147228
89,9838.07,0.22778,0.46075,0.84138,0.97759,0.97842,0.99264,0.96953,0.18523,0.33078,0.77351,0.00137426,0.00137426,0.00137426
90,9943.92,0.22627,0.45408,0.8405,0.97741,0.9795,0.99249,0.9697,0.18907,0.33094,0.77352,0.00127624,0.00127624,0.00127624
91,10050.1,0.22443,0.45584,0.84172,0.98091,0.97673,0.99234,0.9695,0.19014,0.33338,0.7736,0.00117822,0.00117822,0.00117822
92,10158.5,0.19836,0.35672,0.79705,0.98071,0.97751,0.99245,0.96972,0.18683,0.33225,0.77314,0.0010802,0.0010802,0.0010802
93,10263.7,0.19538,0.34908,0.79927,0.97813,0.97914,0.99251,0.97025,0.18775,0.33418,0.77307,0.000982178,0.000982178,0.000982178
94,10369.6,0.19334,0.34395,0.79694,0.97943,0.97928,0.99249,0.9704,0.18631,0.33403,0.77277,0.000884158,0.000884158,0.000884158
95,10475.4,0.19033,0.33958,0.79618,0.98049,0.97724,0.99224,0.97033,0.18374,0.33135,0.77266,0.000786139,0.000786139,0.000786139
96,10581.1,0.18713,0.33601,0.79612,0.9826,0.97608,0.99221,0.97025,0.18081,0.32724,0.77261,0.000688119,0.000688119,0.000688119
97,10686.6,0.18745,0.33335,0.7951,0.98152,0.97694,0.99226,0.97022,0.18111,0.32431,0.77276,0.000590099,0.000590099,0.000590099
98,10791.2,0.18472,0.33134,0.79511,0.9819,0.97677,0.99219,0.97038,0.18077,0.32413,0.77288,0.000492079,0.000492079,0.000492079
99,10895.5,0.18284,0.3224,0.7933,0.98116,0.97594,0.99217,0.97082,0.18055,0.32194,0.77271,0.000394059,0.000394059,0.000394059
100,10999.9,0.18115,0.31478,0.79257,0.98159,0.97593,0.99217,0.97091,0.18004,0.32289,0.77269,0.00029604,0.00029604,0.00029604
101,11104.2,0.1792,0.31269,0.79258,0.98166,0.97605,0.99216,0.97094,0.17962,0.32209,0.77269,0.00019802,0.00019802,0.00019802
