epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
60,3023.94,0.48929,0.33305,0.96769,0.94607,0.9178,0.96895,0.85361,0.44957,0.26953,0.90736,0.0088318,0.0088318,0.0088318
61,3073.52,0.50861,0.34782,0.97451,0.93137,0.92803,0.96582,0.87005,0.44026,0.2637,0.93405,0.008812,0.008812,0.008812
62,3123.11,0.49771,0.33354,0.96944,0.95505,0.92264,0.9685,0.88097,0.39591,0.25852,0.88484,0.0087922,0.0087922,0.0087922
63,3172.8,0.50446,0.33341,0.9683,0.96586,0.90157,0.96883,0.88189,0.39809,0.24833,0.91505,0.0087724,0.0087724,0.0087724
64,3223.07,0.46612,0.3172,0.95322,0.95721,0.92798,0.96917,0.87722,0.41374,0.26068,0.88479,0.0087526,0.0087526,0.0087526
65,3272.94,0.48891,0.32483,0.96371,0.95639,0.90832,0.96851,0.88553,0.41129,0.26383,0.88851,0.0087328,0.0087328,0.0087328
66,3322.78,0.49903,0.32715,0.9695,0.96119,0.91033,0.96982,0.88931,0.37193,0.25484,0.89567,0.008713,0.008713,0.008713
67,3372.91,0.48449,0.32188,0.95715,0.96093,0.91107,0.96985,0.8856,0.38764,0.23808,0.89852,0.0086932,0.0086932,0.0086932
68,3422.58,0.48957,0.32241,0.96357,0.94658,0.92055,0.96974,0.88021,0.40489,0.25117,0.88349,0.0086734,0.0086734,0.0086734
69,3472.12,0.49844,0.3315,0.96382,0.96646,0.89653,0.96184,0.87985,0.40074,0.26839,0.86612,0.0086536,0.0086536,0.0086536
70,3522.46,0.47908,0.32603,0.95949,0.95068,0.91303,0.9688,0.88557,0.37853,0.24905,0.87819,0.0086338,0.0086338,0.0086338
71,3572.09,0.47287,0.31369,0.96496,0.94287,0.92775,0.97005,0.88747,0.38686,0.24514,0.90879,0.008614,0.008614,0.008614
72,3621.76,0.47266,0.31365,0.95968,0.95495,0.91047,0.96503,0.88596,0.40538,0.25101,0.9158,0.0085942,0.0085942,0.0085942
73,3671.42,0.47868,0.31438,0.96075,0.95271,0.91381,0.96358,0.8823,0.38531,0.24744,0.90862,0.0085744,0.0085744,0.0085744
74,3721.7,0.46833,0.31312,0.96003,0.95859,0.92325,0.97511,0.88486,0.43043,0.25154,0.897,0.0085546,0.0085546,0.0085546
75,3771.44,0.47335,0.31028,0.95449,0.96314,0.92221,0.9665,0.88333,0.38172,0.24159,0.90922,0.0085348,0.0085348,0.0085348
76,3821.07,0.47616,0.30945,0.9619,0.96556,0.90971,0.96772,0.87837,0.40283,0.24606,0.90961,0.008515,0.008515,0.008515
77,3870.69,0.47749,0.31748,0.96128,0.97194,0.90419,0.9634,0.8843,0.37655,0.25519,0.90566,0.0084952,0.0084952,0.0084952
78,3920.58,0.47715,0.31572,0.96298,0.9697,0.90011,0.96669,0.88678,0.37672,0.24146,0.90339,0.0084754,0.0084754,0.0084754
79,3970.55,0.48471,0.32014,0.96726,0.94972,0.91506,0.97134,0.88177,0.40691,0.24061,0.92029,0.0084556,0.0084556,0.0084556
80,4020.21,0.47501,0.31762,0.95574,0.95519,0.92125,0.96524,0.88996,0.37562,0.24449,0.90348,0.0084358,0.0084358,0.0084358
81,4069.93,0.46848,0.30806,0.95555,0.96189,0.90704,0.96456,0.88816,0.38737,0.25046,0.91574,0.008416,0.008416,0.008416
82,4119.42,0.48117,0.31175,0.96074,0.95522,0.91271,0.96742,0.88745,0.36755,0.24081,0.89767,0.0083962,0.0083962,0.0083962
83,4169.79,0.45104,0.30086,0.9388,0.96756,0.9139,0.97066,0.88515,0.38429,0.25307,0.86025,0.0083764,0.0083764,0.0083764
84,4219.42,0.45831,0.30974,0.94509,0.96727,0.92051,0.97574,0.88851,0.39872,0.24783,0.85828,0.0083566,0.0083566,0.0083566
85,4269,0.46528,0.30602,0.94543,0.95751,0.93608,0.96858,0.88763,0.40348,0.2441,0.88632,0.0083368,0.0083368,0.0083368
86,4318.55,0.47629,0.30696,0.95534,0.96602,0.92663,0.96774,0.8805,0.41135,0.27132,0.86593,0.008317,0.008317,0.008317
87,4368.73,0.44854,0.29992,0.94182,0.96602,0.92952,0.9729,0.885,0.3946,0.23685,0.86799,0.0082972,0.0082972,0.0082972
88,4418.61,0.4457,0.29787,0.9413,0.97011,0.92553,0.96956,0.88335,0.41713,0.24664,0.85332,0.0082774,0.0082774,0.0082774
89,4468.2,0.4538,0.29921,0.94289,0.97601,0.92321,0.97158,0.89437,0.37341,0.23285,0.87265,0.0082576,0.0082576,0.0082576
90,4518.05,0.45349,0.29284,0.94601,0.97264,0.92483,0.97164,0.88931,0.38938,0.23203,0.88283,0.0082378,0.0082378,0.0082378
91,4568.1,0.45298,0.29113,0.94229,0.96212,0.91783,0.9691,0.8963,0.37167,0.23937,0.86553,0.008218,0.008218,0.008218
92,4618.35,0.44217,0.28701,0.93729,0.95974,0.92496,0.96855,0.88248,0.39729,0.24022,0.87789,0.0081982,0.0081982,0.0081982
93,4667.93,0.45274,0.29139,0.94345,0.96537,0.91044,0.96616,0.88624,0.3915,0.24799,0.8651,0.0081784,0.0081784,0.0081784
94,4717.41,0.4462,0.29077,0.94524,0.95159,0.93444,0.97389,0.89531,0.3892,0.23682,0.91181,0.0081586,0.0081586,0.0081586
95,4767.23,0.44913,0.28937,0.95076,0.95558,0.93464,0.97312,0.89494,0.35968,0.2286,0.89429,0.0081388,0.0081388,0.0081388
96,4817.35,0.44364,0.29393,0.9432,0.9701,0.91102,0.97067,0.89251,0.37794,0.23106,0.90512,0.008119,0.008119,0.008119
97,4866.94,0.44555,0.29161,0.94293,0.9697,0.90713,0.9682,0.88986,0.3804,0.23397,0.90495,0.0080992,0.0080992,0.0080992
98,4916.44,0.46328,0.30425,0.95221,0.9704,0.91287,0.96096,0.88718,0.38428,0.24525,0.90049,0.0080794,0.0080794,0.0080794
99,4965.98,0.43665,0.28389,0.93528,0.96479,0.92657,0.96816,0.88921,0.40413,0.24453,0.87698,0.0080596,0.0080596,0.0080596
100,5016.28,0.4423,0.28847,0.94271,0.95954,0.92086,0.96902,0.89539,0.35592,0.22899,0.89171,0.0080398,0.0080398,0.0080398
101,5065.9,0.43024,0.27786,0.93621,0.96395,0.918,0.97583,0.89908,0.36482,0.21648,0.89691,0.00802,0.00802,0.00802
102,5115.71,0.44714,0.28429,0.9513,0.96938,0.91038,0.96726,0.88622,0.3793,0.2321,0.90227,0.0080002,0.0080002,0.0080002
103,5165.29,0.44981,0.28696,0.94874,0.95326,0.91945,0.96695,0.88646,0.38477,0.23062,0.90539,0.0079804,0.0079804,0.0079804
104,5215.44,0.44138,0.29075,0.95018,0.9602,0.92342,0.97103,0.88643,0.38489,0.2285,0.90731,0.0079606,0.0079606,0.0079606
105,5265.21,0.441,0.2805,0.94688,0.96362,0.93056,0.97092,0.89576,0.36424,0.22757,0.89747,0.0079408,0.0079408,0.0079408
106,5314.81,0.44214,0.28843,0.94342,0.9561,0.94743,0.97582,0.8883,0.40162,0.23332,0.91107,0.007921,0.007921,0.007921
107,5364.5,0.45211,0.29117,0.94585,0.94645,0.9415,0.96913,0.88788,0.39534,0.23678,0.9097,0.0079012,0.0079012,0.0079012
108,5414.36,0.43952,0.2761,0.93941,0.96137,0.93008,0.9694,0.89447,0.3681,0.22449,0.90226,0.0078814,0.0078814,0.0078814
109,5464.54,0.43973,0.28292,0.94263,0.96606,0.94149,0.9741,0.88848,0.39788,0.22389,0.90579,0.0078616,0.0078616,0.0078616
110,5514.13,0.43461,0.27955,0.93804,0.95993,0.92055,0.96854,0.89214,0.37588,0.22736,0.90806,0.0078418,0.0078418,0.0078418
111,5563.42,0.43514,0.27503,0.94045,0.96409,0.91873,0.96768,0.89473,0.3643,0.22466,0.90079,0.007822,0.007822,0.007822
112,5613.09,0.43921,0.2832,0.94542,0.96514,0.92009,0.96592,0.88296,0.39825,0.23174,0.91406,0.0078022,0.0078022,0.0078022
113,5663.47,0.43041,0.2744,0.93762,0.96426,0.92221,0.96307,0.8897,0.37666,0.23628,0.90747,0.0077824,0.0077824,0.0077824
114,5713.13,0.44712,0.28246,0.94749,0.95562,0.92193,0.96793,0.8921,0.35518,0.22616,0.89956,0.0077626,0.0077626,0.0077626
115,5762.63,0.44755,0.28129,0.94311,0.95746,0.91089,0.96507,0.88486,0.38308,0.23034,0.91646,0.0077428,0.0077428,0.0077428
116,5812.21,0.42601,0.27652,0.9354,0.95304,0.93271,0.97227,0.88642,0.40155,0.23969,0.90814,0.007723,0.007723,0.007723
117,5862.34,0.44814,0.28485,0.94295,0.96354,0.9247,0.9727,0.88814,0.41924,0.24245,0.89773,0.0077032,0.0077032,0.0077032
118,5912.27,0.41859,0.26923,0.9284,0.96673,0.92336,0.97335,0.89613,0.35645,0.21635,0.89755,0.0076834,0.0076834,0.0076834
119,5961.92,0.42814,0.27261,0.93148,0.96262,0.92182,0.96936,0.89773,0.34787,0.22381,0.89137,0.0076636,0.0076636,0.0076636
120,6011.59,0.42597,0.27277,0.93323,0.97188,0.91675,0.96822,0.89503,0.36531,0.22962,0.87647,0.0076438,0.0076438,0.0076438
121,6061.24,0.42246,0.2693,0.92492,0.96242,0.90942,0.96718,0.8874,0.38781,0.23557,0.88125,0.007624,0.007624,0.007624
122,6111.45,0.42557,0.26588,0.92743,0.95976,0.92025,0.9709,0.8939,0.38345,0.23373,0.87513,0.0076042,0.0076042,0.0076042
123,6161.05,0.42601,0.26735,0.92957,0.96359,0.92561,0.96743,0.88104,0.40582,0.23363,0.87685,0.0075844,0.0075844,0.0075844
124,6210.64,0.42612,0.26766,0.9295,0.95603,0.92616,0.96488,0.89146,0.36632,0.23736,0.86254,0.0075646,0.0075646,0.0075646
125,6260.39,0.4379,0.27937,0.94349,0.97058,0.91123,0.96539,0.89114,0.38537,0.23325,0.9097,0.0075448,0.0075448,0.0075448
126,6310.66,0.43677,0.27069,0.94019,0.96492,0.91805,0.96719,0.8901,0.38269,0.22432,0.9078,0.007525,0.007525,0.007525
127,6360.33,0.42629,0.26587,0.9344,0.97207,0.89375,0.95643,0.88354,0.38894,0.23921,0.91854,0.0075052,0.0075052,0.0075052
128,6409.92,0.40957,0.25956,0.92904,0.95848,0.92571,0.96798,0.89096,0.35754,0.2114,0.9049,0.0074854,0.0074854,0.0074854
129,6459.28,0.43044,0.27066,0.93793,0.95123,0.92955,0.96726,0.89231,0.37483,0.21952,0.9118,0.0074656,0.0074656,0.0074656
130,6509.46,0.42133,0.2698,0.93311,0.9621,0.92511,0.9663,0.89253,0.36514,0.22676,0.90224,0.0074458,0.0074458,0.0074458
131,6559.54,0.4348,0.26942,0.93851,0.95693,0.92274,0.97058,0.89541,0.37376,0.22524,0.90686,0.007426,0.007426,0.007426
